codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,outras,
45749,45749,45749,45749,ACIDENTE,GUARATINGUETÁ,SP,SBGW,15/04/2012,20:45:00,SIM,FINALIZADA,A-103/CENIPA/2013,SIM,2014-07-21,,
45777,45777,45777,45777,INCIDENTE,MANAUS,AM,SBEG,15/04/2012,06:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
45781,45781,45781,45781,INCIDENTE,UBERLÂNDIA,MG,SBUL,15/04/2012,20:40:00,***,FINALIZADA,***,NÃO,NULL,,
46056,46056,46056,46056,INCIDENTE,GUAÍBA,RS,****,15/04/2012,12:05:00,***,FINALIZADA,***,NÃO,NULL,,
45748,45748,45748,45748,ACIDENTE,FORTALEZA,CE,SBFZ,16/04/2012,22:50:00,SIM,FINALIZADA,A-104/CENIPA/2013,SIM,2014-07-21,,
46053,46053,46053,46053,INCIDENTE,MACAÉ,RJ,SBME,18/04/2012,12:59:00,***,FINALIZADA,***,NÃO,NULL,,
45778,45778,45778,45778,INCIDENTE,GOIÂNIA,GO,SBGO,19/04/2012,21:45:00,***,FINALIZADA,***,NÃO,NULL,,
45757,45757,45757,45757,ACIDENTE,JUNDIAÍ,SP,SBJD,20/04/2012,20:20:00,SIM,FINALIZADA,A-050/CENIPA/2014,SIM,2014-08-15,,
45759,45759,45759,45759,ACIDENTE,MACAPÁ,AP,****,20/04/2012,08:55:00,SIM,FINALIZADA,A-605/CENIPA/2014,SIM,2016-08-26,,
45783,45783,45783,45783,INCIDENTE,CHAVES,PA,****,21/04/2012,12:45:00,***,FINALIZADA,***,NÃO,NULL,,
46052,46052,46052,46052,INCIDENTE,COARI,AM,****,21/04/2012,13:05:00,SIM,FINALIZADA,***,NÃO,NULL,,
45834,45834,45834,45834,INCIDENTE,PORTO ALEGRE,RS,SBPA,23/04/2012,21:35:00,***,FINALIZADA,***,NÃO,NULL,,
45835,45835,45835,45835,INCIDENTE GRAVE,BLUMENAU,SC,SSBL,23/04/2012,13:50:00,SIM,FINALIZADA,IG-106/CENIPA/2013,SIM,2013-10-21,,
46048,46048,46048,46048,ACIDENTE,GUARULHOS,SP,SBGR,24/04/2012,16:40:00,SIM,FINALIZADA,A-504/CENIPA/2019,SIM,2019-06-28,,
45804,45804,45804,45804,INCIDENTE,GOIÂNIA,GO,****,25/04/2012,09:20:00,***,FINALIZADA,***,NÃO,NULL,,
46055,46055,46055,46055,INCIDENTE,BELO HORIZONTE,MG,****,25/04/2012,20:24:00,***,FINALIZADA,***,NÃO,NULL,,
46068,46068,46068,46068,INCIDENTE,RECIFE,PE,SBRF,25/04/2012,11:26:00,***,FINALIZADA,***,NÃO,NULL,,
45820,45820,45820,45820,ACIDENTE,GUARUJÁ,SP,****,26/04/2012,17:26:00,SIM,FINALIZADA,A-507/CENIPA/2015,SIM,2015-09-14,,
45799,45799,45799,45799,ACIDENTE,SÃO SEBASTIÃO DO PASSÉ,BA,****,27/04/2012,12:40:00,SIM,FINALIZADA,A-107/CENIPA/2013,SIM,2014-08-15,,
45801,45801,45801,45801,INCIDENTE,GUARULHOS,SP,SBGR,27/04/2012,03:54:00,***,FINALIZADA,***,NÃO,NULL,,
45844,45844,45844,45844,INCIDENTE,CONFINS,MG,SBCF,27/04/2012,01:40:00,***,FINALIZADA,***,NÃO,NULL,,
45842,45842,45842,45842,INCIDENTE,MACAPÁ,AP,SBMQ,28/04/2012,14:23:00,***,FINALIZADA,***,NÃO,NULL,,
46109,46109,46109,46109,INCIDENTE,RECIFE,PE,SBRF,28/04/2012,11:23:00,***,FINALIZADA,***,NÃO,NULL,,
53433,53433,53433,53433,ACIDENTE,MARINGÁ,PR,SSXO,28/04/2012,20:00:00,SIM,FINALIZADA,A-545/CENIPA/2015,SIM,2015-11-16,,
46070,46070,46070,46070,INCIDENTE,TEIXEIRA DE FREITAS,BA,SNTF,29/04/2012,20:20:00,***,FINALIZADA,***,NÃO,NULL,,
45800,45800,45800,45800,INCIDENTE GRAVE,SALVADOR,BA,SBSV,30/04/2012,20:25:00,SIM,FINALIZADA,IG-566/CENIPA/2016,SIM,2019-05-16,,
45821,45821,45821,45821,ACIDENTE,LENÇÓIS PAULISTA,SP,****,01/05/2012,17:15:00,SIM,FINALIZADA,A-172/CENIPA/2013,SIM,2013-12-30,,
45843,45843,45843,45843,INCIDENTE,GUARULHOS,SP,SBGR,01/05/2012,23:30:00,***,FINALIZADA,***,NÃO,NULL,,
45845,45845,45845,45845,INCIDENTE,VITÓRIA,ES,SBVT,02/05/2012,19:50:00,***,FINALIZADA,***,NÃO,NULL,,
45850,45850,45850,45850,INCIDENTE,SERRA,ES,****,02/05/2012,19:09:00,***,FINALIZADA,***,NÃO,NULL,,
45831,45831,45831,45831,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,03/05/2012,12:00:00,SIM,FINALIZADA,IG-176/CENIPA/2013,SIM,2013-12-18,,
45833,45833,45833,45833,INCIDENTE GRAVE,MARICÁ,RJ,****,03/05/2012,11:20:00,SIM,FINALIZADA,IG-514/CENIPA/2015,SIM,2015-08-28,,
46111,46111,46111,46111,INCIDENTE,RECIFE,PE,SBRF,03/05/2012,11:28:00,***,FINALIZADA,***,NÃO,NULL,,
45912,45912,45912,45912,INCIDENTE GRAVE,MUCAJAÍ,RR,SWMV,04/05/2012,19:30:00,SIM,FINALIZADA,IG-110/CENIPA/2013,SIM,2014-10-02,,
45822,45822,45822,45822,ACIDENTE,PORTO VELHO,RO,****,05/05/2012,11:15:00,SIM,FINALIZADA,A-111/CENIPA/2013,SIM,2014-07-21,,
45830,45830,45830,45830,INCIDENTE GRAVE,FORMOSA,GO,SWFR,06/05/2012,19:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45841,45841,45841,45841,INCIDENTE,RIO BRANCO,AC,SBRB,07/05/2012,23:42:00,SIM,FINALIZADA,***,NÃO,NULL,,
46847,46847,46847,46847,ACIDENTE,MARECHAL CÂNDIDO RONDON,PR,SSCR,07/05/2012,20:25:00,SIM,FINALIZADA,A-112/CENIPA/2013,SIM,2013-11-13,,
45819,45819,45819,45819,ACIDENTE,PIRANHAS,GO,****,08/05/2012,19:30:00,SIM,FINALIZADA,A-061CENIPA2013,SIM,2016-03-04,,
46072,46072,46072,46072,INCIDENTE,UBERABA,MG,SBUR,09/05/2012,10:50:00,***,FINALIZADA,***,NÃO,NULL,,
45829,45829,45829,45829,ACIDENTE,SANTA MARIANA,PR,****,10/05/2012,12:00:00,SIM,FINALIZADA,A-602/CENIPA/2014,SIM,2014-10-10,,
45853,45853,45853,45853,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,10/05/2012,14:50:00,***,FINALIZADA,***,NÃO,NULL,,
45849,45849,45849,45849,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,16/05/2012,11:00:00,***,FINALIZADA,***,NÃO,NULL,,
45856,45856,45856,45856,INCIDENTE GRAVE,PRESIDENTE FIGUEIREDO,AM,****,16/05/2012,19:30:00,SIM,FINALIZADA,IG-113/CENIPA/2013,SIM,2014-10-02,,
45892,45892,45892,45892,INCIDENTE,CONFINS,MG,SBCF,16/05/2012,17:50:00,***,FINALIZADA,***,NÃO,NULL,,
45894,45894,45894,45894,ACIDENTE,AFUÁ,PA,****,16/05/2012,12:10:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,,
45854,45854,45854,45854,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,17/05/2012,19:40:00,***,FINALIZADA,***,NÃO,NULL,,
45895,45895,45895,45895,INCIDENTE,SALVADOR,BA,SBSV,17/05/2012,09:55:00,***,FINALIZADA,***,NÃO,NULL,,
45857,45857,45857,45857,ACIDENTE,SÃO PAULO,SP,SBMT,18/05/2012,10:17:00,***,FINALIZADA,A-596/CENIPA/2018,SIM,2019-04-08,,
45862,45862,45862,45862,INCIDENTE,RIBEIRÃO PRETO,SP,****,18/05/2012,17:56:00,***,FINALIZADA,***,NÃO,NULL,,
45865,45865,45865,45865,INCIDENTE,ITÁPOLIS,SP,****,18/05/2012,19:45:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45867,45867,45867,45867,INCIDENTE GRAVE,SÃO PAULO,SP,****,18/05/2012,15:00:00,***,FINALIZADA,A DEFINIR,SIM,2019-10-18,,
45859,45859,45859,45859,INCIDENTE GRAVE,AMARGOSA,BA,SNAZ,19/05/2012,13:40:00,SIM,FINALIZADA,IG-114/CENIPA/2013,SIM,2013-10-21,,
45861,45861,45861,45861,INCIDENTE,PARNAMIRIM,RN,SBNT,19/05/2012,10:40:00,***,FINALIZADA,***,NÃO,NULL,,
45944,45944,45944,45944,INCIDENTE,CAMPINAS,SP,SBKP,19/05/2012,10:28:00,***,FINALIZADA,***,NÃO,NULL,,
45866,45866,45866,45866,ACIDENTE,DRACENA,SP,****,20/05/2012,19:35:00,SIM,FINALIZADA,A-115/CENIPA/2013,SIM,2014-07-21,,
45890,45890,45890,45890,ACIDENTE,IMBITUBA,SC,****,20/05/2012,17:40:00,SIM,FINALIZADA,A-183/CENIPA/2013,SIM,2014-01-08,,
45903,45903,45903,45903,INCIDENTE,GOIÂNIA,GO,SBGO,20/05/2012,21:17:00,***,FINALIZADA,***,NÃO,NULL,,
45889,45889,45889,45889,INCIDENTE,BOTUCATU,SP,SDBK,22/05/2012,13:30:00,***,FINALIZADA,***,NÃO,NULL,,
52059,52059,52059,52059,INCIDENTE,RECIFE,PE,SBRF,22/05/2012,13:07:00,***,FINALIZADA,***,NÃO,NULL,,
45891,45891,45891,45891,INCIDENTE GRAVE,TOLEDO,PR,SBTD,23/05/2012,11:35:00,SIM,FINALIZADA,IG-599/CENIPA/2014,SIM,2016-06-03,,
45915,45915,45915,45915,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,23/05/2012,14:30:00,***,FINALIZADA,***,NÃO,NULL,,
46049,46049,46049,46049,INCIDENTE GRAVE,ITAPIRANGA,AM,****,23/05/2012,20:20:00,SIM,FINALIZADA,IG-116/CENIPA/2013,SIM,2015-04-24,,
45860,45860,45860,45860,INCIDENTE,RIO BRANCO,AC,SBRB,24/05/2012,03:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
45887,45887,45887,45887,INCIDENTE,JUNDIAÍ,SP,SBJD,24/05/2012,19:23:00,***,FINALIZADA,***,NÃO,NULL,,
45913,45913,45913,45913,ACIDENTE,ALCÂNTARA,MA,****,25/05/2012,20:45:00,NULL,FINALIZADA,A DEFINIR,NÃO,NULL,,
45916,45916,45916,45916,INCIDENTE,RECIFE,PE,SBRF,25/05/2012,18:00:00,***,FINALIZADA,***,NÃO,NULL,,
45941,45941,45941,45941,INCIDENTE GRAVE,SALTO DE PIRAPORA,SP,SDBN,25/05/2012,20:15:00,SIM,FINALIZADA,IG-510/CENIPA/2019,SIM,2020-07-24,,
46701,46701,46701,46701,INCIDENTE,SÃO PAULO,SP,SBSP,25/05/2012,15:40:00,***,FINALIZADA,***,NÃO,NULL,,
52240,52240,52240,52240,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,25/05/2012,20:45:00,SIM,FINALIZADA,IG-601/CENIPA/2014,SIM,2014-10-13,,
45927,45927,45927,45927,ACIDENTE,TATUÍ,SP,SDTF,26/05/2012,12:30:00,SIM,FINALIZADA,A-117/CENIPA/2013,SIM,2014-08-15,,
45929,45929,45929,45929,ACIDENTE,BELO HORIZONTE,MG,SBPR,26/05/2012,11:00:00,SIM,FINALIZADA,A-554/CENIPA/2015,SIM,2015-11-30,,
45950,45950,45950,45950,INCIDENTE,SÃO PAULO,SP,SBMT,26/05/2012,19:30:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45928,45928,45928,45928,ACIDENTE,DELTA,MG,****,27/05/2012,14:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45902,45902,45902,45902,ACIDENTE,PONTA GROSSA,PR,SBPG,28/05/2012,20:25:00,SIM,FINALIZADA,A-118/CENIPA/2013,SIM,2013-11-13,,
45939,45939,45939,45939,ACIDENTE,UMUARAMA,PR,****,30/05/2012,19:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45904,45904,45904,45904,INCIDENTE,BELO HORIZONTE,MG,SBBH,31/05/2012,00:03:00,***,FINALIZADA,***,NÃO,NULL,,
45898,45898,45898,45898,INCIDENTE,JUNDIAÍ,SP,SBJD,01/06/2012,16:54:00,***,FINALIZADA,***,NÃO,NULL,,
45901,45901,45901,45901,ACIDENTE,BELÉM,PA,SBJC,01/06/2012,15:08:00,SIM,FINALIZADA,A-567/CENIPA/2018,SIM,2019-10-28,,
45900,45900,45900,45900,ACIDENTE,SÃO PAULO,SP,SBMT,02/06/2012,12:29:00,SIM,FINALIZADA,A-043/CENIPA/2014,SIM,2014-04-23,,
45897,45897,45897,45897,INCIDENTE,JUNDIAÍ,SP,SBJD,03/06/2012,20:28:00,***,FINALIZADA,***,NÃO,NULL,,
45899,45899,45899,45899,ACIDENTE,RIO CLARO,SP,SDRK,03/06/2012,19:40:00,SIM,FINALIZADA,A-120/CENIPA/2013,SIM,2014-07-21,,
45918,45918,45918,45918,INCIDENTE,ILHÉUS,BA,SBIL,05/06/2012,18:34:00,***,FINALIZADA,***,NÃO,NULL,,
45933,45933,45933,45933,ACIDENTE,BARÃO DE MELGAÇO,MT,****,05/06/2012,20:30:00,SIM,FINALIZADA,A-560/CENIPA/2014,SIM,2014-08-15,,
45914,45914,45914,45914,ACIDENTE,MACAÉ,RJ,SBME,06/06/2012,21:35:00,SIM,FINALIZADA,A-560/CENIPA/2016,SIM,2018-12-04,,
45932,45932,45932,45932,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,06/06/2012,14:05:00,SIM,FINALIZADA,IG-543/CENIPA/2017,SIM,2018-07-27,,
45943,45943,45943,45943,INCIDENTE,VITÓRIA,ES,SBVT,07/06/2012,12:00:00,***,FINALIZADA,***,NÃO,NULL,,
45980,45980,45980,45980,INCIDENTE,SALVADOR,BA,SBSV,07/06/2012,18:24:00,***,FINALIZADA,***,NÃO,NULL,,
46117,46117,46117,46117,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,08/06/2012,20:55:00,***,FINALIZADA,***,NÃO,NULL,,
45917,45917,45917,45917,INCIDENTE,SALVADOR,BA,SBSV,11/06/2012,19:30:00,***,FINALIZADA,***,NÃO,NULL,,
45946,45946,45946,45946,INCIDENTE,CABO FRIO,RJ,SBCB,11/06/2012,14:50:00,***,FINALIZADA,***,NÃO,NULL,,
45931,45931,45931,45931,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,12/06/2012,18:40:00,SIM,FINALIZADA,IG-121/CENIPA/2013,SIM,2013-11-13,,
45936,45936,45936,45936,ACIDENTE,SINOP,MT,****,13/06/2012,11:50:00,SIM,FINALIZADA,A-542/CENIPA/2017,SIM,2018-09-04,,
45945,45945,45945,45945,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,13/06/2012,21:00:00,***,FINALIZADA,***,NÃO,NULL,,
45981,45981,45981,45981,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,13/06/2012,10:51:00,***,FINALIZADA,***,NÃO,NULL,,
45989,45989,45989,45989,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,13/06/2012,23:00:00,***,FINALIZADA,***,NÃO,NULL,,
45934,45934,45934,45934,ACIDENTE,PAÇO DO LUMIAR,MA,SJHR,14/06/2012,19:40:00,SIM,FINALIZADA,A-036/CENIPA/2013,SIM,2013-08-22,,
45982,45982,45982,45982,INCIDENTE,BELÉM,PA,SBBE,15/06/2012,00:06:00,***,FINALIZADA,***,NÃO,NULL,,
45964,45964,45964,45964,INCIDENTE,SÃO PAULO,SP,SBSP,16/06/2012,13:15:00,***,FINALIZADA,***,NÃO,NULL,,
46180,46180,46180,46180,ACIDENTE,AURIFLAMA,SP,****,16/06/2012,19:30:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
46032,46032,46032,46032,INCIDENTE,GUARULHOS,SP,SBGR,17/06/2012,13:36:00,***,FINALIZADA,***,NÃO,NULL,,
45983,45983,45983,45983,INCIDENTE,BELO HORIZONTE,MG,****,18/06/2012,09:16:00,***,FINALIZADA,***,NÃO,NULL,,
45942,45942,45942,45942,INCIDENTE,ARARAS,SP,SDAA,19/06/2012,13:40:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
45972,45972,45972,45972,INCIDENTE,CURITIBA,PR,SBBI,19/06/2012,15:00:00,***,FINALIZADA,***,NÃO,NULL,,
46116,46116,46116,46116,INCIDENTE,VARGINHA,MG,****,19/06/2012,19:54:00,SIM,FINALIZADA,I-122/CENIPA/2013,SIM,2013-11-13,,
45935,45935,45935,45935,INCIDENTE,GOIÂNIA,GO,SBGO,20/06/2012,09:10:00,***,FINALIZADA,***,NÃO,NULL,,
45938,45938,45938,45938,ACIDENTE,ALTO HORIZONTE,GO,****,20/06/2012,16:15:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
45947,45947,45947,45947,INCIDENTE,VITÓRIA,ES,****,20/06/2012,14:30:00,***,FINALIZADA,***,NÃO,NULL,,
45951,45951,45951,45951,INCIDENTE,VITÓRIA,ES,SBVT,21/06/2012,15:00:00,***,FINALIZADA,***,NÃO,NULL,,
45952,45952,45952,45952,INCIDENTE,COARI,AM,****,21/06/2012,12:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
45985,45985,45985,45985,INCIDENTE,GUARULHOS,SP,SBGR,21/06/2012,13:55:00,***,FINALIZADA,***,NÃO,NULL,,
45937,45937,45937,45937,ACIDENTE,CANARANA,MT,SWEK,22/06/2012,14:00:00,SIM,FINALIZADA,A-124/CENIPA/2013,SIM,2013-11-27,,
45959,45959,45959,45959,INCIDENTE,BELO HORIZONTE,MG,SBBH,22/06/2012,14:32:00,***,FINALIZADA,***,NÃO,NULL,,
45973,45973,45973,45973,INCIDENTE,MANAUS,AM,SBEG,22/06/2012,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
46022,46022,46022,46022,INCIDENTE,MOGI DAS CRUZES,SP,****,22/06/2012,20:20:00,***,FINALIZADA,***,NÃO,NULL,,
46026,46026,46026,46026,INCIDENTE GRAVE,BRASÍLIA,DF,SIQE,22/06/2012,12:30:00,SIM,FINALIZADA,IG-123/CENIPA/2013,SIM,2015-05-15,,
46106,46106,46106,46106,INCIDENTE,VITÓRIA,ES,SBVT,22/06/2012,12:28:00,***,FINALIZADA,***,NÃO,NULL,,
45960,45960,45960,45960,INCIDENTE,BELO HORIZONTE,MG,SBBH,23/06/2012,19:01:00,***,FINALIZADA,***,NÃO,NULL,,
46158,46158,46158,46158,INCIDENTE,BELÉM,PA,SBJC,23/06/2012,11:50:00,***,FINALIZADA,***,NÃO,NULL,,
45949,45949,45949,45949,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,24/06/2012,11:40:00,***,FINALIZADA,***,NÃO,NULL,,
45948,45948,45948,45948,INCIDENTE,JUNDIAÍ,SP,SBJD,25/06/2012,15:18:00,***,FINALIZADA,***,NÃO,NULL,,
46197,46197,46197,46197,INCIDENTE,OSÓRIO,RS,SSOS,26/06/2012,17:00:00,***,FINALIZADA,***,NÃO,NULL,,
46029,46029,46029,46029,INCIDENTE,COARI,AM,****,28/06/2012,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
46019,46019,46019,46019,INCIDENTE,SÃO PAULO,SP,SBSP,29/06/2012,01:35:00,***,FINALIZADA,***,NÃO,NULL,,
46038,46038,46038,46038,ACIDENTE,BAURU,SP,SBBU,29/06/2012,17:50:00,SIM,FINALIZADA,A-177/CENIPA/2013,SIM,2013-12-18,,
46036,46036,46036,46036,INCIDENTE,BELÉM,PA,SBJC,30/06/2012,15:51:00,***,FINALIZADA,***,NÃO,NULL,,
46043,46043,46043,46043,INCIDENTE GRAVE,MARICÁ,RJ,SDMC,30/06/2012,14:05:00,SIM,FINALIZADA,IG-561/CENIPA/2014,SIM,2014-08-15,,
46045,46045,46045,46045,ACIDENTE,PRATA,MG,****,30/06/2012,23:00:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
46096,46096,46096,46096,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,30/06/2012,13:52:00,***,FINALIZADA,***,NÃO,NULL,,
46155,46155,46155,46155,INCIDENTE,RIO DE JANEIRO,RJ,****,30/06/2012,15:40:00,***,FINALIZADA,***,NÃO,NULL,,
46024,46024,46024,46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,01/07/2012,11:05:00,SIM,FINALIZADA,IG-125/CENIPA/2013,SIM,2014-10-02,,
46046,46046,46046,46046,INCIDENTE,MARINGÁ,PR,SBMG,01/07/2012,12:30:00,***,FINALIZADA,***,NÃO,NULL,,
46042,46042,46042,46042,INCIDENTE GRAVE,ARACATU,BA,****,02/07/2012,10:45:00,SIM,FINALIZADA,IG-126/CENIPA/2013,SIM,2015-05-15,,
46073,46073,46073,46073,INCIDENTE,GUARULHOS,SP,****,03/07/2012,02:55:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
46110,46110,46110,46110,INCIDENTE,GOIÂNIA,GO,SBGO,03/07/2012,09:01:00,***,FINALIZADA,***,NÃO,NULL,,
46156,46156,46156,46156,INCIDENTE,GOIÂNIA,GO,SBGO,03/07/2012,11:55:00,***,FINALIZADA,***,NÃO,NULL,,
46095,46095,46095,46095,ACIDENTE,NOVA UBIRATÃ,MT,****,04/07/2012,14:35:00,***,NULL,NULL,NÃO,NULL,,
46093,46093,46093,46093,ACIDENTE,ESPINOSA,MG,****,06/07/2012,13:50:00,SIM,FINALIZADA,A-597/CENIPA/2016,SIM,2018-12-04,,
46157,46157,46157,46157,INCIDENTE,PORTO ALEGRE,RS,****,06/07/2012,13:11:00,***,FINALIZADA,***,NÃO,NULL,,
46161,46161,46161,46161,INCIDENTE,GUARULHOS,SP,****,06/07/2012,09:30:00,***,FINALIZADA,***,NÃO,NULL,,
46094,46094,46094,46094,ACIDENTE,ALTO GARÇAS,MT,****,07/07/2012,14:30:00,SIM,FINALIZADA,A-127/CENIPA/2013,SIM,2013-11-27,,
46178,46178,46178,46178,ACIDENTE,GENERAL CARNEIRO,MT,****,07/07/2012,09:20:00,***,FINALIZADA,ENCERRADA NO RAI,NÃO,NULL,,
46092,46092,46092,46092,ACIDENTE,BOITUVA,SP,****,09/07/2012,17:00:00,SIM,FINALIZADA,A-003/CENIPA/2014,SIM,2014-02-17,,
46105,46105,46105,46105,INCIDENTE,CAMPINAS,SP,SBKP,09/07/2012,22:55:00,***,FINALIZADA,***,NÃO,NULL,,
46196,46196,46196,46196,INCIDENTE,OSÓRIO,RS,SSOS,09/07/2012,12:00:00,***,FINALIZADA,***,NÃO,NULL,,
46098,46098,46098,46098,INCIDENTE,BELO HORIZONTE,MG,****,10/07/2012,20:25:00,***,FINALIZADA,***,NÃO,NULL,,
46159,46159,46159,46159,INCIDENTE,SÃO PAULO,SP,SBMT,11/07/2012,19:50:00,***,FINALIZADA,***,NÃO,NULL,,
46305,46305,46305,46305,ACIDENTE,SÃO PAULO,SP,****,11/07/2012,13:17:00,SIM,FINALIZADA,A-587/CENIPA/2016,SIM,2012-08-15,,
46152,46152,46152,46152,ACIDENTE,ANGRA DOS REIS,RJ,****,12/07/2012,20:15:00,SIM,FINALIZADA,A-521/CENIPA/2016,SIM,2017-10-27,,
46154,46154,46154,46154,INCIDENTE GRAVE,UBERABA,MG,SBUR,12/07/2012,19:32:00,SIM,FINALIZADA,IG-562/CENIPA/2014,SIM,2015-02-09,,
46160,46160,46160,46160,INCIDENTE,CARAUARI,AM,****,13/07/2012,11:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
46189,46189,46189,46189,INCIDENTE,SÃO PAULO,SP,****,13/07/2012,18:50:00,***,FINALIZADA,***,NÃO,NULL,,
46153,46153,46153,46153,ACIDENTE,UAUÁ,BA,****,14/07/2012,14:40:00,***,NULL,NULL,NÃO,NULL,,
46190,46190,46190,46190,INCIDENTE,LONDRINA,PR,SBLO,15/07/2012,18:37:00,***,FINALIZADA,***,NÃO,NULL,,
46179,46179,46179,46179,ACIDENTE,SANTA FÉ DO SUL,SP,SILT,16/07/2012,12:00:00,SIM,FINALIZADA,A-178/CENIPA/2013,SIM,2013-12-18,,
46191,46191,46191,46191,INCIDENTE,MACAÉ,RJ,SBME,16/07/2012,11:42:00,***,FINALIZADA,***,NÃO,NULL,,
46653,46653,46653,46653,INCIDENTE,CAMPINAS,SP,****,17/07/2012,23:14:00,***,FINALIZADA,***,NÃO,NULL,,
46671,46671,46671,46671,INCIDENTE,BOA VISTA,RR,SBBV,17/07/2012,12:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
46192,46192,46192,46192,INCIDENTE,DOURADOS,MS,SSDO,20/07/2012,10:02:00,***,FINALIZADA,***,NÃO,NULL,,
46187,46187,46187,46187,INCIDENTE GRAVE,BARRO DURO,PI,****,21/07/2012,11:35:00,SIM,FINALIZADA,IG-551/CENIPA/2014,SIM,2014-09-02,,
46170,46170,46170,46170,ACIDENTE,BEBEDOURO,SP,SDBB,22/07/2012,16:00:00,SIM,FINALIZADA,A-594/CENIPA/2018,SIM,2019-03-11,,
46214,46214,46214,46214,INCIDENTE,MACAÉ,RJ,****,22/07/2012,19:21:00,***,FINALIZADA,***,NÃO,NULL,,
46181,46181,46181,46181,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,23/07/2012,19:00:00,SIM,ATIVA,IG-516/CENIPA/2021,NÃO,NULL,,
46193,46193,46193,46193,INCIDENTE,UIRAMUTÃ,RR,****,23/07/2012,13:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
46171,46171,46171,46171,ACIDENTE,MARICÁ,RJ,****,24/07/2012,19:15:00,SIM,FINALIZADA,A-128/CENIPA/2013,SIM,2013-10-21,,
46172,46172,46172,46172,ACIDENTE,RIO DE JANEIRO,RJ,****,24/07/2012,19:10:00,SIM,FINALIZADA,A-503/CENIPA/2019,SIM,2019-08-06,,
46194,46194,46194,46194,INCIDENTE,MACAÉ,RJ,****,24/07/2012,13:40:00,***,FINALIZADA,***,NÃO,NULL,,
46210,46210,46210,46210,INCIDENTE,MACAÉ,RJ,****,25/07/2012,16:20:00,***,FINALIZADA,***,NÃO,NULL,,
46211,46211,46211,46211,INCIDENTE,PARAUAPEBAS,PA,SBCJ,26/07/2012,17:20:00,***,FINALIZADA,***,NÃO,NULL,,
46212,46212,46212,46212,INCIDENTE,CURITIBA,PR,SBCT,26/07/2012,23:10:00,***,FINALIZADA,***,NÃO,NULL,,
46339,46339,46339,46339,ACIDENTE,CARAGUATATUBA,SP,****,26/07/2012,12:00:00,***,NULL,NULL,NÃO,NULL,,
46173,46173,46173,46173,ACIDENTE,IPIGUÁ,SP,****,28/07/2012,16:30:00,***,FINALIZADA,A DEFINIR,NÃO,NULL,,
46198,46198,46198,46198,INCIDENTE,PIRACICABA,SP,SDPW,28/07/2012,16:00:00,***,FINALIZADA,***,NÃO,NULL,,
46202,46202,46202,46202,ACIDENTE,JUIZ DE FORA,MG,****,28/07/2012,10:45:00,SIM,FINALIZADA,A-004/CENIPA/2014,SIM,2014-07-15,,
52060,52060,52060,52060,INCIDENTE,NAVIRAÍ,MS,SSNB,28/07/2012,19:00:00,***,FINALIZADA,***,NÃO,NULL,,
